,Unnamed: 0,ID,Title,Type,Number of Scanlation group,Awarded,Japanese publihsers,Oneshot,Scan start day,Scan latest day,Digitally published first by publisher,Simulus translate,Publish status,Completely scanlated,Artist,Publish year,Licensed,name of English publisher,English publishing status,Anime,Rating,Vote number,Action,Adult,Adventure,Comedy,Doujinshi,Drama,Ecchi,Fantasy,Gender Bender,Harem,Hentai,Historical,Horror,Josei,Lolicon,Martial Arts,Mature,Mecha,Mystery,Psychological,Romance,School Life,Sci-fi,Seinen,Shotacon,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Smut,Sports,Supernatural,Tragedy,Yaoi,Yuri
0,0,58705,1-nichi ga Miete Raku ni Naru! Jikan Seirijutsu!,Manga,0,False,Media Factory,False,Pass,Pass,False,False,Complete,No,,2010.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,99544,1-okunen mo Aishiteru,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,IMARI Sumiko,1990.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,14401,1/2 no Ringo,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,KOYAMA Yukari,2005.0,No,,,False,7.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,163135,1/24 Romance,Manhwa,1,False,Kakao,False,07/10/20,08/21/20,False,False,Ongoing,No,KIM Myung Mi,2020.0,No,,,False,Not rated,Not rated,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,0,102770,10 Minutes Maid,Manga,0,False,Kodansha,False,Pass,Pass,False,False,Complete,No,MIZUDERA Tsuzura,2013.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,169110,10 Toshikoshi no Koiwazurai,Manga,0,False,AlphaPolis,False,Pass,Pass,False,False,Ongoing,No,SHIBUYA Moneko,2020.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,34227,"10, 20, and 30",Manhwa,0,False,"Kakao, Sigongsa",False,Pass,Pass,False,False,Complete,Yes,KANG Morim,1998.0,Yes,Net Comics,"Published, 2 Volumes - Ongoing / Online, Volumes 1-7  - Complete",False,6.9,19,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,147454,10-nen Ai ~ Anata ni 2-do Koi o Suru ~,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Complete,No,KAMISHIRO Kyouko,2017.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,0,164140,10-nen Shitenai Sudachi-san,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Ongoing,No,TAKADA Rose,2019.0,No,,,False,Not rated,Not rated,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,147490,10-nen-go ni Saka Sete ~ Yume o Nurasu Kaikan o Kudasai ~,Manga,0,False,Akita Shoten,False,Pass,Pass,False,False,Complete,No,SASAE Noriko,2017.0,No,,,False,Not rated,Not rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
